review_text,rating,review_date,bank,source,app_package,clean_text,sentiment_label,sentiment_score,theme,category
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,BOA,Google Play,com.boa.boaMobileBanking,,POSITIVE,0.7481208443641663,Other,Other
I have been using this app for two years.It is amazing.,5,2025-01-31,BOA,Google Play,com.boa.boaMobileBanking,i have been using this app for two years it is amazing,POSITIVE,0.9997686743736268,Other,Other
Good 👍,5,2025-01-31,BOA,Google Play,com.boa.boaMobileBanking,good,POSITIVE,0.999816119670868,Other,Other
Sad experience,1,2025-01-30,BOA,Google Play,com.boa.boaMobileBanking,sad experience,NEGATIVE,0.999068796634674,Other,Other
Always do update and that is annoying,3,2025-01-27,BOA,Google Play,com.boa.boaMobileBanking,always do update and that is annoying,NEGATIVE,0.9994439482688904,Other,Other
"Best app, somehow waiting a few minutes",5,2025-01-23,BOA,Google Play,com.boa.boaMobileBanking,best app somehow waiting a few minutes,NEGATIVE,0.9640914797782898,Other,Other
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,BOA,Google Play,com.boa.boaMobileBanking,i can t dijitalize my atm in the apollo app on my phone,NEGATIVE,0.9956218600273132,Other,Other
Whenever I try to sign in app close please fixed it out,2,2025-01-21,BOA,Google Play,com.boa.boaMobileBanking,whenever i try to sign in app close please fixed it out,NEGATIVE,0.9976611137390136,Other,Other
Beter,5,2025-01-21,BOA,Google Play,com.boa.boaMobileBanking,beter,POSITIVE,0.6771947741508484,Other,Other
Boa,4,2025-01-18,BOA,Google Play,com.boa.boaMobileBanking,boa,NEGATIVE,0.74105304479599,Other,Other
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,BOA,Google Play,com.boa.boaMobileBanking,it s not app it s very slow ehhhh why don t you upgrade the app it s always zero,NEGATIVE,0.999311089515686,Performance,Other
Aadan Axmed Barkhadle,5,2025-01-17,BOA,Google Play,com.boa.boaMobileBanking,aadan axmed barkhadle,POSITIVE,0.612751841545105,Other,Other
😡😡😡🤬🤬🤬,1,2025-01-16,BOA,Google Play,com.boa.boaMobileBanking,,POSITIVE,0.7481208443641663,Other,Other
Horrible customer service and app crashes Horrible!!,1,2025-01-15,BOA,Google Play,com.boa.boaMobileBanking,horrible customer service and app crashes horrible,NEGATIVE,0.9997950196266174,Crashes/Bugs,Other
I love it,5,2025-01-14,BOA,Google Play,com.boa.boaMobileBanking,i love it,POSITIVE,0.9998799562454224,Other,Other
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,BOA,Google Play,com.boa.boaMobileBanking,it keeps asking me to turn off developer mode even when dev mode is off couldn t use it,NEGATIVE,0.9956349730491638,Other,Other
Good🙏,5,2025-01-11,BOA,Google Play,com.boa.boaMobileBanking,good,POSITIVE,0.999816119670868,Other,Other
Like to much,5,2025-01-11,BOA,Google Play,com.boa.boaMobileBanking,like to much,POSITIVE,0.9997984766960144,Other,Other
Thank you,5,2025-01-10,BOA,Google Play,com.boa.boaMobileBanking,thank you,POSITIVE,0.9998352527618408,Other,Other
Perfect,5,2025-01-09,BOA,Google Play,com.boa.boaMobileBanking,perfect,POSITIVE,0.9998517036437988,Other,Other
The best of best,5,2025-01-09,BOA,Google Play,com.boa.boaMobileBanking,the best of best,POSITIVE,0.9998393058776855,Other,Other
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,BOA,Google Play,com.boa.boaMobileBanking,i was using this app for long time it amazing user friendly ui but the i can t found for get pin button in the app,NEGATIVE,0.939123272895813,Features/UI,Other
Great 👍,5,2025-01-04,BOA,Google Play,com.boa.boaMobileBanking,great,POSITIVE,0.9998630285263062,Other,Other
Fast and suitable for the customers.,5,2025-01-04,BOA,Google Play,com.boa.boaMobileBanking,fast and suitable for the customers,POSITIVE,0.9997822642326356,Features/UI,Other
Good app and helpful,5,2025-01-03,BOA,Google Play,com.boa.boaMobileBanking,good app and helpful,POSITIVE,0.9998565912246704,Support,Other
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,BOA,Google Play,com.boa.boaMobileBanking,i will give only one star because it faced with multiple of problems 1 the app is not as fast as the other banks app for e g like cbe 2 the app asks repeatedly to switch off developer options even if it is switched off 3 bank of abyssinia s services are interesting but they ignored the issues on the app service 4 most customers gave a complain on the app but no one accept their complain to fix the issue 5 lastly i will not recommend the app unless the issue has been solved asap,NEGATIVE,0.9975711703300476,Support,Other
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,BOA,Google Play,com.boa.boaMobileBanking,by assessing this you can tell abyssinia bank has no idea what mobile banking is,NEGATIVE,0.9994189739227296,Other,Other
It doesn't work at all.,2,2025-01-02,BOA,Google Play,com.boa.boaMobileBanking,it doesn t work at all,NEGATIVE,0.9997779726982116,Other,Other
this app is not available,1,2025-01-02,BOA,Google Play,com.boa.boaMobileBanking,this app is not available,NEGATIVE,0.9997593760490416,Other,Other
Wow what amazing,5,2024-12-30,BOA,Google Play,com.boa.boaMobileBanking,wow what amazing,POSITIVE,0.9998555183410645,Other,Other
love it,5,2024-12-30,BOA,Google Play,com.boa.boaMobileBanking,love it,POSITIVE,0.99987530708313,Other,Other
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,BOA,Google Play,com.boa.boaMobileBanking,,POSITIVE,0.7481208443641663,Other,Other
Lemn embi yilal??,5,2024-12-30,BOA,Google Play,com.boa.boaMobileBanking,lemn embi yilal,NEGATIVE,0.8609250783920288,Other,Other
It's useless app downgraded.,1,2024-12-29,BOA,Google Play,com.boa.boaMobileBanking,it s useless app downgraded,NEGATIVE,0.9997979998588562,Other,Other
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,BOA,Google Play,com.boa.boaMobileBanking,why is not letting me access my account the whole point of this app is for me to gey access to my account without physically being at the bank i would give it a zero but a one will suffice to get my point accross,NEGATIVE,0.6188134551048279,Other,Other
Nice,5,2024-12-26,BOA,Google Play,com.boa.boaMobileBanking,nice,POSITIVE,0.9998552799224854,Other,Other
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,BOA,Google Play,com.boa.boaMobileBanking,when are you going to get rid of this and have a real app that works by far the worst mobile banking app,NEGATIVE,0.9997987151145936,Other,Other
አይሰራም ሼም ነው፤,1,2024-12-23,BOA,Google Play,com.boa.boaMobileBanking,,POSITIVE,0.7481208443641663,Other,Other
Not that much bad,3,2024-12-22,BOA,Google Play,com.boa.boaMobileBanking,not that much bad,POSITIVE,0.998815894126892,Other,Other
Fine,5,2024-12-20,BOA,Google Play,com.boa.boaMobileBanking,fine,POSITIVE,0.9998335838317872,Other,Other
The dirtiest application ever seen...,1,2024-12-20,BOA,Google Play,com.boa.boaMobileBanking,the dirtiest application ever seen,NEGATIVE,0.9932304620742798,Other,Other
Nic ap,5,2024-12-19,BOA,Google Play,com.boa.boaMobileBanking,nic ap,POSITIVE,0.9873360991477966,Other,Other
The forest app ever,1,2024-12-19,BOA,Google Play,com.boa.boaMobileBanking,the forest app ever,POSITIVE,0.9840954542160034,Other,Other
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,BOA,Google Play,com.boa.boaMobileBanking,i love boa more than anyone but they are cursed when it comed to mobile banking even though this ine is hetter it still s cks it will ask me to turn off developer options other wise it won t work i use cbe awash birr tekebirr dashen bank and others but non of them asked me this why only boa please improve your mobile banking be competitive,NEGATIVE,0.9968198537826538,Other,Other
Bank of abissena,1,2024-12-17,BOA,Google Play,com.boa.boaMobileBanking,bank of abissena,POSITIVE,0.9480117559432985,Other,Other
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,BOA,Google Play,com.boa.boaMobileBanking,easy and sooo simple to use it also its easy to stole someones money using the app,NEGATIVE,0.9931192398071288,Other,Other
GOOD,5,2024-12-14,BOA,Google Play,com.boa.boaMobileBanking,good,POSITIVE,0.999816119670868,Other,Other
The worst banking app ever. Never works!,1,2024-12-14,BOA,Google Play,com.boa.boaMobileBanking,the worst banking app ever never works,NEGATIVE,0.999806821346283,Other,Other
Poorly functioning app,3,2024-12-13,BOA,Google Play,com.boa.boaMobileBanking,poorly functioning app,NEGATIVE,0.999775230884552,Other,Other
Very nice,5,2024-12-13,BOA,Google Play,com.boa.boaMobileBanking,very nice,POSITIVE,0.9998563528060912,Other,Other
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,BOA,Google Play,com.boa.boaMobileBanking,your system is the worst you should do better,NEGATIVE,0.9997891783714294,Other,Other
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,BOA,Google Play,com.boa.boaMobileBanking,it has been a while since you guys started giving the mobile app service but still couldn t get it to work i m sure you know that it doesn t work already but not sure if you re lazy or incompetent to fix it you are losing business because of this complacency will have consequences,NEGATIVE,0.999685764312744,Support,Other
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,BOA,Google Play,com.boa.boaMobileBanking,this is the best app many features are awesome but it should work without the need to turn off the developer options i m tired of having to constantly switch the developer options off and on i ve been expressing my struggles about this i have precious settings enabled in the developer options and to open the app boa app i have to turn them off please help us abyssinia bank i hope you can provide an update soon,POSITIVE,0.9658907055854796,Features/UI,Other
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,BOA,Google Play,com.boa.boaMobileBanking,i m giving this app one star because there are no options below that my experience has been incredibly frustrating due to the extremely long loading times and the app even closes automatically at times people choose mobile banking for its convenience but this app is far too time consuming making it the worst i ve used i hope improvements are made to enhance the user experience,NEGATIVE,0.9997298121452332,Performance,Other
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,BOA,Google Play,com.boa.boaMobileBanking,very unprofessional and mischievous bank in my opinion i have had several occasions but recently i used abyssinia card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but i learned yesterday that since it has been 3 months the bank has decided to include it in their income how absurd if you can avoid this bank,NEGATIVE,0.9968007802963256,Other,Other
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,BOA,Google Play,com.boa.boaMobileBanking,it doesn t work on my 2 devices a05 and a34,NEGATIVE,0.9996323585510254,Other,Other
My attention is very important because it will be the most difficult time for me,5,2024-11-30,BOA,Google Play,com.boa.boaMobileBanking,my attention is very important because it will be the most difficult time for me,POSITIVE,0.9926175475120544,Other,Other
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,BOA,Google Play,com.boa.boaMobileBanking,i have a worst experience while using this mobile application through out the year most of the time it fails to login or automatically closed the app and also it takes so much loading time 5 minutes trying to access the internal services sometimes also while transferring within and to other bank also fails so boa please fix your app,NEGATIVE,0.9998021721839904,Performance,Other
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,BOA,Google Play,com.boa.boaMobileBanking,i don t know why but your apps start out great then all of a sudden don t work,NEGATIVE,0.99728524684906,Other,Other
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,BOA,Google Play,com.boa.boaMobileBanking,this application is losing major factions on a daily basis i can count how many times i have used this app it is completely useless and disappointing if i am not going to use it in times of need then i don t see the point,NEGATIVE,0.9997983574867249,Other,Other
exellent digital transaction of money,5,2024-11-26,BOA,Google Play,com.boa.boaMobileBanking,exellent digital transaction of money,NEGATIVE,0.994447946548462,Other,Other
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,BOA,Google Play,com.boa.boaMobileBanking,the latest update has stopped android 9 phones not to open this app never work properly since i started using it,NEGATIVE,0.999690055847168,Other,Other
👏👏👏,5,2024-11-24,BOA,Google Play,com.boa.boaMobileBanking,,POSITIVE,0.7481208443641663,Other,Other
Money,5,2024-11-24,BOA,Google Play,com.boa.boaMobileBanking,money,POSITIVE,0.9659326076507568,Other,Other
It needs more improvment,2,2024-11-24,BOA,Google Play,com.boa.boaMobileBanking,it needs more improvment,NEGATIVE,0.998616099357605,Other,Other
ab,3,2024-11-20,BOA,Google Play,com.boa.boaMobileBanking,ab,POSITIVE,0.9603193998336792,Other,Other
Ademtahir,5,2024-11-20,BOA,Google Play,com.boa.boaMobileBanking,ademtahir,POSITIVE,0.9930111765861512,Other,Other
✌️✌️,5,2024-11-20,BOA,Google Play,com.boa.boaMobileBanking,,POSITIVE,0.7481208443641663,Other,Other
Please this app on my android phone,3,2024-11-20,BOA,Google Play,com.boa.boaMobileBanking,please this app on my android phone,POSITIVE,0.6488662958145142,Other,Other
GOAT 🐐 🐐,5,2024-11-19,BOA,Google Play,com.boa.boaMobileBanking,goat,NEGATIVE,0.9739651679992676,Other,Other
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,BOA,Google Play,com.boa.boaMobileBanking,your app doesn t match your bank the app is disaster super slow please learn something from tele birr app,NEGATIVE,0.9995891451835632,Performance,Other
Fast and reliable,5,2024-11-18,BOA,Google Play,com.boa.boaMobileBanking,fast and reliable,POSITIVE,0.9998595714569092,Other,Other
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,BOA,Google Play,com.boa.boaMobileBanking,the worst app update ever why would you include the developer option off thing here why do you care it is my phone my money right that is the reason why i switched to other banks so either turn it off or everyone will discontinue their business one by one,NEGATIVE,0.9997935891151428,Other,Other
Very good,5,2024-11-14,BOA,Google Play,com.boa.boaMobileBanking,very good,POSITIVE,0.9998520612716676,Other,Other
One of the poorest mobile banking system,1,2024-11-13,BOA,Google Play,com.boa.boaMobileBanking,one of the poorest mobile banking system,NEGATIVE,0.999756634235382,Other,Other
❤❤❤❤❤❤,5,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking,,POSITIVE,0.7481208443641663,Other,Other
Oene,5,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking,oene,POSITIVE,0.8278858661651611,Other,Other
i find it interesting specially in reciept downloading,1,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking,i find it interesting specially in reciept downloading,POSITIVE,0.9981314539909364,Performance,Other
it good,5,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking,it good,POSITIVE,0.9998427629470824,Other,Other
"This app crashes everytime, please fix it",1,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking,this app crashes everytime please fix it,NEGATIVE,0.999675154685974,Crashes/Bugs,Other
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking,star i dont recomend to use this app also the bank,NEGATIVE,0.9935985803604126,Other,Other
I need a support the app is not working,5,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking,i need a support the app is not working,NEGATIVE,0.9998034834861756,Support,Other
Bast bank of ethiopia,5,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking,bast bank of ethiopia,POSITIVE,0.9978061318397522,Other,Other
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking,very slow app software app app,NEGATIVE,0.99971204996109,Performance,Other
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking,thank you for your social services like vertual banking non touch atm cadrless and withdrwal with out passbook,POSITIVE,0.9310185313224792,Support,Other
The worst App i have never seen like this before,1,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking,the worst app i have never seen like this before,NEGATIVE,0.999774158000946,Other,Other
Wweeeer,4,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking,wweeeer,NEGATIVE,0.8910733461380005,Other,Other
Infinx,5,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking,infinx,NEGATIVE,0.9042560458183287,Other,Other
Great service,5,2024-11-12,BOA,Google Play,com.boa.boaMobileBanking,great service,POSITIVE,0.9998434782028198,Support,Other
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,BOA,Google Play,com.boa.boaMobileBanking,this app is not available on all android versions and some times it is not functional,NEGATIVE,0.9997180104255676,Other,Other
senayt Mesfin,4,2024-11-08,BOA,Google Play,com.boa.boaMobileBanking,senayt mesfin,POSITIVE,0.8874823451042175,Other,Other
Bad app vety bad.,1,2024-11-07,BOA,Google Play,com.boa.boaMobileBanking,bad app vety bad,NEGATIVE,0.9998015761375428,Other,Other
Abessnya Banke,5,2024-11-05,BOA,Google Play,com.boa.boaMobileBanking,abessnya banke,NEGATIVE,0.9873653054237366,Other,Other
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,BOA,Google Play,com.boa.boaMobileBanking,the most useless app i never expected such an irrelevant app from boa big shame,NEGATIVE,0.9996340274810792,Other,Other
Professional on banking app,5,2024-11-01,BOA,Google Play,com.boa.boaMobileBanking,professional on banking app,POSITIVE,0.9616296291351318,Other,Other
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,BOA,Google Play,com.boa.boaMobileBanking,has some nice interface but always freezes or slow to load app developers please fix this issue,NEGATIVE,0.996726393699646,Performance,Other
አይሰራም አስተካክሉት,5,2024-10-26,BOA,Google Play,com.boa.boaMobileBanking,,POSITIVE,0.7481208443641663,Other,Other
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,BOA,Google Play,com.boa.boaMobileBanking,please try another because this app doesn t feet the need of this generation,NEGATIVE,0.9962055683135986,Other,Other
Fast transfer,5,2024-10-24,BOA,Google Play,com.boa.boaMobileBanking,fast transfer,POSITIVE,0.9989985823631288,Other,Other
"What's up I can't log in, what's wrong",5,2024-10-22,BOA,Google Play,com.boa.boaMobileBanking,what s up i can t log in what s wrong,NEGATIVE,0.9965319633483888,Other,Other
Amrumehamed,1,2024-10-21,BOA,Google Play,com.boa.boaMobileBanking,amrumehamed,POSITIVE,0.6924042701721191,Other,Other
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,BOA,Google Play,com.boa.boaMobileBanking,nice to meet you my proud bank in ethiopia i m a member of this bank i need to solve my problem of international receiving money for me from my online digital working service s over the world please i m working a lot of international money but i can t get direct in ethiopia because of don t knowing the legal ways of getting money in ethiopia please can i get and direct deposit with boa please,POSITIVE,0.8126152753829956,Support,Other
ደደገነሐ,5,2024-10-15,BOA,Google Play,com.boa.boaMobileBanking,,POSITIVE,0.7481208443641663,Other,Other
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,BOA,Google Play,com.boa.boaMobileBanking,terrible bank experience it s unbelievable that with all the modern technology this bank still struggles with even basic transactions the app constantly crashes services are limited and every time i try to transfer money or load telebirr there s a huge delay i have to wait 5 days for failed transactions to be refunded even ussd is unreliable they ve put me in embarrassing situations countless times and customer care never fixes anything i ve switched banks and you should too,NEGATIVE,0.9984501600265504,Performance,Other
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,BOA,Google Play,com.boa.boaMobileBanking,a painfully slow banking app service please don t make it your choice,NEGATIVE,0.999600350856781,Performance,Other
Good App,4,2024-10-12,BOA,Google Play,com.boa.boaMobileBanking,good app,POSITIVE,0.9998493194580078,Other,Other
Best app to me,5,2024-10-11,BOA,Google Play,com.boa.boaMobileBanking,best app to me,POSITIVE,0.997821807861328,Other,Other
BOA,5,2024-10-11,BOA,Google Play,com.boa.boaMobileBanking,boa,NEGATIVE,0.74105304479599,Other,Other
Abdulkadir,5,2024-10-11,BOA,Google Play,com.boa.boaMobileBanking,abdulkadir,POSITIVE,0.981449544429779,Other,Other
Bad,1,2024-10-10,BOA,Google Play,com.boa.boaMobileBanking,bad,NEGATIVE,0.999782383441925,Other,Other
If it is possible I would gove0 star,1,2024-10-08,BOA,Google Play,com.boa.boaMobileBanking,if it is possible i would gove0 star,NEGATIVE,0.9928192496299744,Other,Other
Nise mobile bankig,4,2024-10-05,BOA,Google Play,com.boa.boaMobileBanking,nise mobile bankig,NEGATIVE,0.9858755469322203,Other,Other
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,Google Play,com.boa.boaMobileBanking,overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,NEGATIVE,0.953279197216034,Other,Other
Ok,5,2024-10-04,BOA,Google Play,com.boa.boaMobileBanking,ok,POSITIVE,0.9997851252555848,Other,Other
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,BOA,Google Play,com.boa.boaMobileBanking,just make it work please this is embarrassing for a bank of your size,NEGATIVE,0.9988180994987488,Other,Other
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,Google Play,com.boa.boaMobileBanking,update to the simplest way it requires the developer option on and off why this is,NEGATIVE,0.998016357421875,Features/UI,Other
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,BOA,Google Play,com.boa.boaMobileBanking,stop telling me what to do with my phone boa why does your newly updated app keep asking me to disable the developer options i m not slowing down my phone just to use your god damn app,NEGATIVE,0.995326042175293,Performance,Other
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,BOA,Google Play,com.boa.boaMobileBanking,i m living out of country how may i download and use mobile banking it asks me the ethiopia phone number and i can t receive text to confirm because i m out side the country so please lete know if i can use while i m outside the country thanks,NEGATIVE,0.959417462348938,Other,Other
Worest app,1,2024-10-03,BOA,Google Play,com.boa.boaMobileBanking,worest app,NEGATIVE,0.7789779305458069,Other,Other
The worest app ever,1,2024-10-03,BOA,Google Play,com.boa.boaMobileBanking,the worest app ever,POSITIVE,0.9535900950431824,Other,Other
አሪፍ ነው በርቱልን,5,2024-10-02,BOA,Google Play,com.boa.boaMobileBanking,,POSITIVE,0.7481208443641663,Other,Other
CBE ይለያል።,5,2025-11-29,CBE,Google Play,com.combanketh.mobilebanking,cbe,POSITIVE,0.9966009855270386,Other,Other
it's special for me,5,2025-11-29,CBE,Google Play,com.combanketh.mobilebanking,it s special for me,POSITIVE,0.9997844099998474,Other,Other
Make it user friendly.,2,2025-11-29,CBE,Google Play,com.combanketh.mobilebanking,make it user friendly,POSITIVE,0.9911433458328248,Other,Other
maaliif daddafee install gaafata,3,2025-11-28,CBE,Google Play,com.combanketh.mobilebanking,maaliif daddafee install gaafata,NEGATIVE,0.9875526428222656,Other,Other
good app,5,2025-11-28,CBE,Google Play,com.combanketh.mobilebanking,good app,POSITIVE,0.9998493194580078,Other,Other
This application is very important and advantage for transfer of money and finance in the coutry and foriegn country.,5,2025-11-27,CBE,Google Play,com.combanketh.mobilebanking,this application is very important and advantage for transfer of money and finance in the coutry and foriegn country,POSITIVE,0.998638927936554,Other,Other
why didn't work this app?,1,2025-11-27,CBE,Google Play,com.combanketh.mobilebanking,why didn t work this app,NEGATIVE,0.9992663264274596,Other,Other
The app makes our life easier. Thank you CBE!,5,2025-11-27,CBE,Google Play,com.combanketh.mobilebanking,the app makes our life easier thank you cbe,POSITIVE,0.999142289161682,Other,Other
this app very bad 👎,1,2025-11-27,CBE,Google Play,com.combanketh.mobilebanking,this app very bad,NEGATIVE,0.9998000264167786,Other,Other
the most advanced app. but how to stay safe?,5,2025-11-27,CBE,Google Play,com.combanketh.mobilebanking,the most advanced app but how to stay safe,NEGATIVE,0.8947290182113647,Other,Other
Good application,4,2025-11-27,CBE,Google Play,com.combanketh.mobilebanking,good application,POSITIVE,0.999854564666748,Other,Other
It is nice app,5,2025-11-26,CBE,Google Play,com.combanketh.mobilebanking,it is nice app,POSITIVE,0.9998478889465332,Other,Other
best,5,2025-11-25,CBE,Google Play,com.combanketh.mobilebanking,best,POSITIVE,0.9997941851615906,Other,Other
"it suddenly asked me to enter the verification key I received. and it (*get your verification key from the nearest CBE Branch*) Now I'm in Australia, what do you expect me to do???! There is no nearest or furthermost cbe Branch!! SO FRUSTRATING! How can I manage my bank account now????",1,2025-11-25,CBE,Google Play,com.combanketh.mobilebanking,it suddenly asked me to enter the verification key i received and it get your verification key from the nearest cbe branch now i m in australia what do you expect me to do there is no nearest or furthermost cbe branch so frustrating how can i manage my bank account now,NEGATIVE,0.999234676361084,Other,Other
nice app...,5,2025-11-25,CBE,Google Play,com.combanketh.mobilebanking,nice app,POSITIVE,0.9998061060905457,Other,Other
very good banking service and fast service,5,2025-11-24,CBE,Google Play,com.combanketh.mobilebanking,very good banking service and fast service,POSITIVE,0.9998499155044556,Support,Other
thanks blc this app help me to use all time,5,2025-11-24,CBE,Google Play,com.combanketh.mobilebanking,thanks blc this app help me to use all time,POSITIVE,0.997163951396942,Support,Other
good,5,2025-11-24,CBE,Google Play,com.combanketh.mobilebanking,good,POSITIVE,0.999816119670868,Other,Other
why we can't send money to other people telebirr wallets??,1,2025-11-24,CBE,Google Play,com.combanketh.mobilebanking,why we can t send money to other people telebirr wallets,NEGATIVE,0.9939478635787964,Other,Other
አታፍሩም ግን ለ15 birr 11.50 ብር ስትቆርጡ ይስተካከልልን,1,2025-11-23,CBE,Google Play,com.combanketh.mobilebanking,15 birr 11 50,NEGATIVE,0.809296727180481,Other,Other
በጣም ቀላልና ምቹ ነው።,5,2025-11-23,CBE,Google Play,com.combanketh.mobilebanking,,POSITIVE,0.7481208443641663,Other,Other
wow,5,2025-11-23,CBE,Google Play,com.combanketh.mobilebanking,wow,POSITIVE,0.999592125415802,Other,Other
